,Shape_Area,ADM2_PCODE,ADM2_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,2.2567182,PK201,Awaran,0.0,13293.30151,68783.82829,42547.45865,6428.24975,0.0,6447.74044,0.0
1,0.32853547,PK202,Barkhan,0.0,11710.47097,80317.2867,11462.6394,726.20315,5159.97984,11206.52929,0.0
2,4.1175814,PK203,Chagai,0.0,12000.29984,44872.78615,25430.81903,8144.43113,14148.22202,22704.27233,0.0
3,0.952769,PK204,Dera Bugti,0.0,10476.24423,62679.50729,34211.1819,3587.35822,18207.51758,82965.59154,0.0
4,1.038382,PK205,Gwadar,0.0,6625.48457,28023.95606,22355.91804,11101.48403,20403.32967,40664.92413,64788.96025
5,0.2867488,PK206,Harnai,0.0,6634.18683,33325.90667,10978.18295,13333.24694,10251.65715,16371.77537,0.0
6,0.15641911,PK207,Jaffarabad,0.0,11008.57503,129680.44701,39154.26553,13537.40663,5410.87282,0.0,174703.00061
7,0.3554402,PK208,Jhal Magsi,0.0,11614.26732,57775.22021,22856.4946,3804.66738,5351.37051,27779.80519,0.0
8,0.49832225,PK209,Kachhi,0.0,10316.48572,72054.60569,53683.20311,17295.95554,28589.88005,52197.97312,0.0
9,0.9434911,PK210,Kalat,0.0,13878.63616,49977.64711,16579.91373,6208.10052,12702.78318,7298.41296,63529.90483
10,2.2015545,PK211,Kech,0.0,16031.17599,66454.53756,89590.54732,39271.98902,5662.06767,88670.59864,179047.33753
11,0.7585757,PK212,Kharan,0.0,8265.28939,38338.09047,11057.57377,6539.72857,0.0,0.0,64857.87266
12,2.8262496,PK213,Khuzdar,0.0,61905.13965,180890.42047,40369.88526,36665.16728,13200.1925,26158.36121,134416.39533
13,0.28203654,PK214,Killa Abdullah,0.0,9261.97119,43589.00001,16605.771,89757.20873,0.0,42247.52146,0.0
14,1.1710682,PK215,Killa Saifullah,0.0,20521.00818,95132.01713,18016.49306,39048.2323,0.0,55200.5755,0.0
15,0.71964014,PK216,Kohlu,0.0,10486.96387,48912.53686,30388.93965,12394.48038,0.0,15276.46329,0.0
16,1.2652731,PK217,Lasbela,0.0,29746.85846,114421.41343,19357.94759,49509.00764,0.0,47197.02015,101481.4815
17,0.30422506,PK218,Lehri,0.0,3925.06371,29563.46841,36450.77036,3561.24172,0.0,31014.36956,0.0
18,0.35663244,PK219,Loralai,0.0,11729.84992,49256.43654,12963.39008,17617.66143,0.0,0.0,66496.22131
