,Shape_Area,ADM3_PCODE,ADM3_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,0.2624879,PK20101,Awaran,0.0,2942.19785,3596.56188,3820.33481,0.0,6484.2994,0.0,0.0
1,1.098935,PK20102,Jhal Jhao,0.0,6278.66552,30234.86943,8734.99925,0.0,0.0,0.0,0.0
2,0.32362086,PK20103,Mashkai,0.0,3179.63633,13539.93496,4736.78151,0.0,0.0,0.0,0.0
3,0.5716745,PK20104,Gishekore,0.0,1567.01639,9504.75823,2331.7721,0.0,0.0,0.0,0.0
4,0.23693329,PK20503,Ormara,0.0,614.95536,8154.69552,6738.91346,0.0,0.0,0.0,0.0
5,0.39125913,PK20504,Pasni,0.0,4234.96381,12490.35549,11814.04453,3227.6502,5464.809,4182.74973,0.0
6,1.1922878,PK21103,Kech (Turbat),0.0,11027.77882,27276.16501,8179.55142,13153.27306,0.0,0.0,127891.59615
7,0.63551825,PK21303,Naal,0.0,15982.6295,43319.45265,4866.52018,0.0,0.0,0.0,0.0
8,0.9537293,PK21304,Wadh,0.0,15040.95975,42552.48817,11413.34347,5689.63516,0.0,11067.46589,0.0
9,0.16610086,PK21701,Bela,0.0,5467.52999,34306.45232,5289.14874,26462.50765,0.0,6442.53169,0.0
10,0.23056172,PK21707,Uthal,0.0,7308.97142,16441.59327,2913.08834,0.0,5849.91363,0.0,0.0
11,0.05964338,PK21708,Lakhra,0.0,1408.11845,2177.19515,0.0,0.0,0.0,0.0,0.0
12,0.19053198,PK21709,Lairi,0.0,365.92557,1036.87233,0.0,0.0,0.0,0.0,0.0
13,0.36794275,PK22401,Gowargo,0.0,2992.9564,2695.01076,0.0,0.0,0.0,0.0,0.0
14,0.407677,PK22402,Jaheen Parome,0.0,2962.17512,3941.45966,676.64642,0.0,0.0,0.0,0.0
15,0.38644093,PK22403,Panjgur,0.0,2886.48022,5675.66702,0.0,30441.89266,0.0,0.0,129993.41721
16,0.43311495,PK22404,Gichk,0.0,1108.05581,903.73362,0.0,0.0,0.0,0.0,0.0
17,1.2016867,PK23003,Washuk,0.0,1764.21751,5411.18093,0.0,635.01715,0.0,0.0,11875.23687
18,0.688503,PK23004,Nag,0.0,3073.7846,18648.6113,10618.94162,0.0,0.0,0.0,0.0
19,0.21835387,PK20201,Barkhan,0.0,7188.938,43294.1347,3340.44785,0.0,0.0,0.0,0.0
20,0.1101816,PK20202,Rakhni,0.0,5404.94959,23581.88534,1689.51126,0.0,0.0,0.0,0.0
21,0.23280656,PK20402,Phelawagh,0.0,2990.27403,23907.50307,13530.58219,0.0,0.0,0.0,0.0
22,0.3514626,PK21601,Kahan,0.0,2845.68473,10043.92156,9293.36009,0.0,0.0,0.0,0.0
23,0.087817565,PK21602,Kohlu,0.0,3958.45378,19722.54993,4558.41945,4893.25683,0.0,7484.58392,0.0
24,0.28035998,PK21603,Mawand,0.0,4814.97924,13186.01186,1927.36147,0.0,0.0,0.0,0.0
25,0.13142222,PK21902,Mekhtar,0.0,5545.16041,10180.14343,1477.3459,0.0,0.0,0.0,0.0
26,0.2358037,PK22102,Kingri,0.0,3887.74024,13703.54857,2506.65942,0.0,0.0,0.0,0.0
27,0.4060931,PK23401,Duki,0.0,10133.24648,28492.12788,0.0,16990.67913,0.0,40459.60772,0.0
28,0.5115814,PK60701,D.G Khan (Tribal Area),0.0,37075.58757,50921.31664,661.39387,0.0,0.0,0.0,0.0
29,0.20631333,PK62901,Jampur,0.0,12447.73109,94360.99964,46629.27879,62354.61069,0.0,64732.32293,59083.37294
30,0.44986168,PK62903,Rajanpur (Tribal Area),0.0,5378.08697,9958.57357,485.86155,6103.89046,0.0,10236.40889,0.0
31,1.4433655,PK20301,Dalbandin,0.0,6665.41881,20566.97436,2683.17825,4780.88262,648.11913,13203.57443,0.0
32,1.4088043,PK20302,Nokkundi,0.0,421.06989,2849.48851,4056.9028,0.0,0.0,0.0,0.0
33,0.83804476,PK20303,Taftan,0.0,1429.50008,6510.65328,3086.92777,0.0,0.0,0.0,0.0
34,0.42736697,PK20304,Chagai,0.0,3311.3594,9726.76462,3711.1802,0.0,4746.27626,0.0,0.0
35,0.37310958,PK21201,Kharan,0.0,6390.91892,15028.21782,1248.44944,3782.6036,0.0,17468.5769,0.0
36,0.22898655,PK21202,Sar Kharan,0.0,1287.05024,2698.95625,0.0,0.0,0.0,0.0,0.0
37,0.15647954,PK21203,Tomulk,0.0,1637.91882,8995.0349,3697.51819,5398.04274,0.0,23002.87639,0.0
38,0.5452673,PK22301,Nushki,0.0,7085.22472,22851.72267,15616.97152,7441.53439,9975.99693,18630.70073,0.0
39,0.9595707,PK23001,Mashkhel,0.0,2016.23832,17142.08832,2168.29107,0.0,0.0,0.0,0.0
40,0.22122657,PK23002,Basima,0.0,2103.61182,10444.30458,2153.25412,0.0,0.0,0.0,0.0
41,0.50274485,PK23005,Shaogari,0.0,1665.78325,3310.07615,519.98452,0.0,0.0,0.0,0.0
42,0.28523633,PK20401,Dera Bugti,0.0,3408.51165,14478.18025,3662.60444,1854.62749,5196.66923,22311.54087,0.0
43,0.4347261,PK20403,Sui,0.0,4991.78722,27375.29531,8277.22586,2042.56466,0.0,14570.44648,0.0
