,Shape_Area,ADM3_PCODE,ADM3_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,0.2624879,PK20101,Awaran,0.0,2485.2257,4478.69254,5357.65586,0.0,19551.00007,0.0,0.0
1,1.098935,PK20102,Jhal Jhao,0.0,6333.2846,26661.42923,30358.20516,0.0,7206.90921,0.0,0.0
2,0.32362086,PK20103,Mashkai,0.0,2980.74447,12113.58218,12403.5974,0.0,1582.40589,0.0,0.0
3,0.5716745,PK20104,Gishekore,0.0,1450.21186,9680.15336,12722.69916,0.0,0.0,0.0,0.0
4,0.23693329,PK20503,Ormara,0.0,558.81019,7113.32051,7223.64894,3757.04979,0.0,14945.87708,0.0
5,0.39125913,PK20504,Pasni,0.0,2870.32405,12544.73927,15968.3432,2731.58384,5740.17021,12881.11649,0.0
6,1.1922878,PK21103,Kech (Turbat),0.0,8921.88363,41055.0616,28505.22231,23102.97384,7234.38045,7404.09571,188536.28444
7,0.63551825,PK21303,Naal,0.0,14298.32927,49927.84463,20220.12732,3393.04854,5812.93686,9852.45456,0.0
8,0.9537293,PK21304,Wadh,0.0,13492.17812,45343.85836,13398.90187,45878.06124,0.0,17440.61223,0.0
9,0.16610086,PK21701,Bela,0.0,4623.46749,42277.10713,12225.02527,28334.67195,0.0,22090.78727,0.0
10,0.23056172,PK21707,Uthal,0.0,5632.48254,18219.83218,3269.27025,23119.76933,0.0,17525.449,0.0
11,0.05964338,PK21708,Lakhra,0.0,1581.25911,2524.02995,345.73835,0.0,0.0,0.0,0.0
12,0.19053198,PK21709,Lairi,0.0,438.03331,1717.24385,0.0,0.0,0.0,0.0,0.0
13,0.36794275,PK22401,Gowargo,0.0,2826.35858,7391.69466,2833.75144,0.0,0.0,0.0,0.0
14,0.407677,PK22402,Jaheen Parome,0.0,3085.94187,9192.3513,3104.22041,0.0,0.0,0.0,0.0
15,0.38644093,PK22403,Panjgur,0.0,2336.26633,8491.37948,2330.43728,37332.20626,0.0,0.0,211985.23673
16,0.43311495,PK22404,Gichk,0.0,1164.95573,1380.43215,0.0,0.0,0.0,0.0,0.0
17,1.2016867,PK23003,Washuk,0.0,1828.12973,6303.60646,4511.10983,2320.4711,0.0,0.0,17821.81016
18,0.688503,PK23004,Nag,0.0,3172.9325,15846.31135,15665.95286,0.0,4537.03942,0.0,0.0
19,0.21835387,PK20201,Barkhan,0.0,7330.77799,31526.67365,16632.57351,6118.6259,5598.94398,11279.81819,0.0
20,0.1101816,PK20202,Rakhni,0.0,4636.92354,21999.61611,8812.46058,0.0,21328.8091,0.0,0.0
21,0.23280656,PK20402,Phelawagh,0.0,3171.09205,14295.82332,10367.94257,5767.45225,2719.83843,38454.08917,0.0
22,0.3514626,PK21601,Kahan,0.0,2580.51155,9060.24655,12098.87651,5918.09867,0.0,5628.61749,0.0
23,0.087817565,PK21602,Kohlu,0.0,3323.12463,14698.34867,6565.57379,28307.16532,0.0,11749.67197,0.0
24,0.28035998,PK21603,Mawand,0.0,4697.88077,11060.24734,7259.43572,1961.95928,0.0,6720.79147,0.0
25,0.13142222,PK21902,Mekhtar,0.0,4784.10742,18243.0952,5903.3361,0.0,0.0,0.0,0.0
26,0.2358037,PK22102,Kingri,0.0,4015.37515,7070.67633,12283.14925,0.0,0.0,0.0,0.0
27,0.4060931,PK23401,Duki,0.0,8745.64965,35723.04554,21175.40579,16602.55109,0.0,0.0,70629.71131
28,0.5115814,PK60701,D.G Khan (Tribal Area),0.0,27745.72883,129525.19855,69039.22803,2408.03547,30296.02135,0.0,0.0
29,0.20631333,PK62901,Jampur,0.0,5578.19449,40864.25657,17036.4827,669765.22805,7982.44255,90830.69498,136236.11544
30,0.44986168,PK62903,Rajanpur (Tribal Area),0.0,4275.96228,18514.58187,4331.84204,21906.24488,2427.55417,0.0,52999.96263
31,1.4433655,PK20301,Dalbandin,0.0,6800.16533,24654.74748,12307.11942,7969.93526,958.88096,30674.40608,0.0
32,1.4088043,PK20302,Nokkundi,0.0,277.67524,3023.3568,849.03372,0.0,6136.6258,0.0,0.0
33,0.83804476,PK20303,Taftan,0.0,1118.69946,9344.10672,9212.17414,0.0,0.0,0.0,0.0
34,0.42736697,PK20304,Chagai,0.0,3682.29743,11804.6687,8579.23788,0.0,8122.30948,0.0,0.0
35,0.37310958,PK21201,Kharan,0.0,5833.83517,21878.94206,12385.8785,2494.16851,0.0,0.0,27749.63287
36,0.22898655,PK21202,Sar Kharan,0.0,1094.77366,4427.0327,4151.40359,0.0,0.0,0.0,0.0
37,0.15647954,PK21203,Tomulk,0.0,1376.8102,11611.65554,7124.97341,4024.88032,0.0,0.0,41882.31019
38,0.5452673,PK22301,Nushki,0.0,6080.08831,17880.37571,16565.86364,15889.40723,0.0,73923.58497,0.0
39,0.9595707,PK23001,Mashkhel,0.0,2095.48777,16783.91981,14093.85405,0.0,0.0,0.0,0.0
40,0.22122657,PK23002,Basima,0.0,1653.76167,10806.29211,14780.8774,0.0,5799.03958,0.0,0.0
41,0.50274485,PK23005,Shaogari,0.0,1623.51456,5497.53949,774.88259,0.0,0.0,0.0,0.0
42,0.28523633,PK20401,Dera Bugti,0.0,3058.51416,16663.05147,14179.28662,913.42378,0.0,35302.99293,0.0
43,0.4347261,PK20403,Sui,0.0,3894.47182,15993.67987,15921.97287,6380.16159,0.0,0.0,52741.8679
44,0.06567167,PK20702,Jhat Pat,0.0,3150.58384,63786.73147,16337.7255,61668.64704,6243.07814,0.0,72912.15216
45,0.1860318,PK21802,Lehri,0.0,1933.3413,7457.30091,8753.25634,3813.8254,0.0,21287.9628,0.0
46,0.07822843,PK22201,Chattar,0.0,1793.10325,7533.23675,15167.64563,0.0,39780.40998,0.0,0.0
47,0.10299653,PK22202,Dera Murad Jamali,0.0,5797.84911,64508.57904,14920.86849,20672.60575,4887.73869,0.0,55849.9982
48,0.46320465,PK22801,Sibi,0.0,5200.36651,14553.54568,22156.46493,10093.56678,0.0,6647.8581,77819.19834
49,0.072524294,PK22901,Sohbatpur,0.0,4052.7922,51435.11682,29956.57306,14828.56877,11378.0782,10220.96475,0.0
50,0.255963,PK62904,Rojhan,0.0,7268.30579,77173.97428,9843.39392,280192.86238,13745.22164,31445.95723,0.0
51,0.10479271,PK71002,Kashmore,0.0,4088.89553,63926.91703,14407.89848,215877.41416,14067.96509,14717.05784,102051.82291
52,0.07667461,PK71003,Tangwani,0.0,1817.72064,49097.48144,16098.93494,244131.03688,0.0,42430.07972,0.0
53,0.21058606,PK20501,Gwadar,0.0,1447.53582,6731.42011,1769.81811,8421.08213,6458.90744,7497.5046,83750.29789
54,0.03392978,PK20502,Jiwani,0.0,123.15149,1551.17364,0.0,0.0,6166.89419,0.0,0.0
55,0.16567382,PK20505,Sunster,0.0,606.76824,2593.37049,3304.11472,0.0,0.0,0.0,0.0
56,0.22170858,PK21102,Dasht,0.0,660.29164,7961.08762,20521.22649,0.0,0.0,0.0,0.0
57,0.18356764,PK21104,Mand,0.0,1197.62576,6211.61156,5588.50602,19956.91101,0.0,29090.38262,0.0
58,0.15104204,PK20601,Harnai,0.0,3212.33771,12890.77891,13629.17176,13222.32072,2481.24389,15001.26111,0.0
59,0.13570677,PK20602,Shahrigh,0.0,3044.79341,11539.14112,8097.09024,0.0,19008.43473,0.0,0.0
60,0.15445969,PK20902,Mach,0.0,2079.15333,7640.53692,2659.76849,5472.91263,0.0,22323.39558,0.0
61,0.22521022,PK21901,Loralai,0.0,5845.99584,35601.46931,15801.76651,31509.47671,0.0,0.0,59568.56384
62,0.16058783,PK22001,Dasht Spenzend,0.0,3297.92568,15320.71303,8697.87363,0.0,0.0,0.0,0.0
63,0.12946573,PK22602,Quetta City,0.0,2138.83701,13078.09068,8549.795,42360.06223,0.0,0.0,891508.39246
64,0.11225551,PK22603,Quetta Saddar,0.0,2919.1048,15628.18156,2352.39321,45490.7738,0.0,17872.78421,78513.66448
65,0.17149459,PK23201,Sinjawi,0.0,7612.44013,24068.46381,11452.16776,0.0,18638.94094,0.0,0.0
66,0.13555576,PK23202,Ziarat,0.0,2390.52362,13785.66657,11966.71448,0.0,15913.33859,0.0,0.0
67,0.049305398,PK20701,Gandakha,0.0,4081.9855,21347.72939,16016.11764,0.0,0.0,0.0,0.0
68,0.041442048,PK20703,Usta Mohammad,0.0,2240.42196,38080.49299,20633.85648,18274.62509,1933.25118,0.0,68987.74726
69,0.18838659,PK20801,Gandawa,0.0,5655.9732,25497.00769,14801.81807,1122.25686,0.0,13954.90389,0.0
70,0.1670536,PK20802,Jhal Magsi,0.0,6820.38297,27665.73157,19841.97797,3044.52186,5026.0651,20946.54526,0.0
71,0.11624476,PK22203,Tamboo,0.0,8203.31662,53478.18275,31302.71023,0.0,0.0,0.0,0.0
