,Shape_Area,ADM3_PCODE,ADM3_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,0.2624879,PK20101,Awaran,0.0,2523.86266,4165.70803,4713.38787,13183.28123,0.0,5001.677,0.0
1,1.098935,PK20102,Jhal Jhao,0.0,6378.0908,28887.3916,24359.65859,0.0,6170.52349,0.0,0.0
2,0.32362086,PK20103,Mashkai,0.0,2947.77507,11179.25113,10403.63172,0.0,1620.68982,0.0,0.0
3,0.5716745,PK20104,Gishekore,0.0,1433.30861,9932.05708,11623.58169,0.0,0.0,0.0,0.0
4,0.23693329,PK20503,Ormara,0.0,547.50553,7638.99748,5123.50181,3810.7452,0.0,14026.48736,0.0
5,0.39125913,PK20504,Pasni,0.0,3134.66766,13374.49985,16097.14451,2412.27786,0.0,13126.48159,0.0
6,1.1922878,PK21103,Kech (Turbat),0.0,9688.14346,37249.90253,27037.47524,18656.49585,0.0,7051.88753,184476.23587
7,0.63551825,PK21303,Naal,0.0,14656.48991,52770.86079,16552.32971,4547.06353,0.0,7578.19738,0.0
8,0.9537293,PK21304,Wadh,0.0,14069.92209,47022.65174,12390.39591,27771.70949,8487.11193,16552.47279,0.0
9,0.16610086,PK21701,Bela,0.0,4804.92455,41917.32971,8822.13359,25273.30488,0.0,22466.41064,0.0
10,0.23056172,PK21707,Uthal,0.0,5872.58161,20063.21071,1744.1608,16356.75901,0.0,17852.34371,0.0
11,0.05964338,PK21708,Lakhra,0.0,1375.97911,2538.37212,317.95973,0.0,0.0,0.0,0.0
12,0.19053198,PK21709,Lairi,0.0,359.92214,1630.81892,0.0,0.0,0.0,0.0,0.0
13,0.36794275,PK22401,Gowargo,0.0,3089.4032,6089.17155,1768.14797,0.0,0.0,0.0,0.0
14,0.407677,PK22402,Jaheen Parome,0.0,3028.48808,7337.11126,2408.72954,0.0,0.0,0.0,0.0
15,0.38644093,PK22403,Panjgur,0.0,2296.07489,8277.93268,1446.27858,30270.31541,0.0,0.0,204343.55708
16,0.43311495,PK22404,Gichk,0.0,1191.13995,1272.08461,0.0,0.0,0.0,0.0,0.0
17,1.2016867,PK23003,Washuk,0.0,1794.76047,6246.59548,3482.34556,2075.86497,0.0,0.0,16992.42193
18,0.688503,PK23004,Nag,0.0,3120.0543,17548.70343,13651.45732,0.0,4454.82659,0.0,0.0
19,0.21835387,PK20201,Barkhan,0.0,7273.94129,37772.25546,12074.08493,4028.70091,0.0,13165.5828,0.0
20,0.1101816,PK20202,Rakhni,0.0,4541.30428,25403.48443,5853.22818,0.0,15799.05601,0.0,0.0
21,0.23280656,PK20402,Phelawagh,0.0,3157.34748,17220.48989,11084.62966,6305.41541,0.0,31668.41846,0.0
22,0.3514626,PK21601,Kahan,0.0,2789.48717,9086.43447,10149.8088,5251.8352,0.0,5594.57875,0.0
23,0.087817565,PK21602,Kohlu,0.0,3232.15534,16556.17107,3407.47638,24668.09498,0.0,12356.45016,0.0
24,0.28035998,PK21603,Mawand,0.0,4820.19551,11222.15586,5489.20058,1528.9996,0.0,6471.22244,0.0
25,0.13142222,PK21902,Mekhtar,0.0,4816.98747,16476.00911,4671.56072,0.0,0.0,0.0,0.0
26,0.2358037,PK22102,Kingri,0.0,4190.14044,9171.93719,8814.55259,0.0,0.0,0.0,0.0
27,0.4060931,PK23401,Duki,0.0,8819.90424,35441.26113,15142.91821,12841.03856,0.0,0.0,70171.02106
28,0.5115814,PK60701,D.G Khan (Tribal Area),0.0,30300.49303,123553.97446,44447.11129,2144.46529,12867.80369,0.0,0.0
29,0.20631333,PK62901,Jampur,0.0,6378.53789,58938.19885,17045.89203,506295.36129,0.0,81787.29401,130944.05254
30,0.44986168,PK62903,Rajanpur (Tribal Area),0.0,4649.38262,18220.02356,6859.92674,14902.4164,0.0,0.0,48770.63057
31,1.4433655,PK20301,Dalbandin,0.0,6844.34051,23228.09748,10239.98579,7289.84702,900.22354,28422.67858,0.0
32,1.4088043,PK20302,Nokkundi,0.0,311.74851,2817.43803,804.83461,0.0,5787.90421,0.0,0.0
33,0.83804476,PK20303,Taftan,0.0,1142.34098,8869.94185,8127.27551,0.0,0.0,0.0,0.0
34,0.42736697,PK20304,Chagai,0.0,3630.92806,11395.08043,7458.64822,0.0,7622.83348,0.0,0.0
35,0.37310958,PK21201,Kharan,0.0,5961.12101,21617.50848,8124.91188,2392.15497,0.0,0.0,26581.09796
36,0.22898655,PK21202,Sar Kharan,0.0,1131.33664,4761.36741,2178.57329,0.0,0.0,0.0,0.0
37,0.15647954,PK21203,Tomulk,0.0,1496.07383,10674.8529,6794.32824,3860.25942,0.0,0.0,40169.28913
38,0.5452673,PK22301,Nushki,0.0,6504.71915,17498.18467,11578.6512,12951.12389,6615.41756,66199.1443,0.0
39,0.9595707,PK23001,Mashkhel,0.0,2076.73118,17417.13922,11409.33343,0.0,0.0,0.0,0.0
40,0.22122657,PK23002,Basima,0.0,1648.44992,10650.36013,16634.28603,0.0,0.0,0.0,0.0
41,0.50274485,PK23005,Shaogari,0.0,1643.15969,5053.80606,664.28693,0.0,0.0,0.0,0.0
42,0.28523633,PK20401,Dera Bugti,0.0,2850.56025,16299.76885,10954.90317,412.01522,0.0,35565.14868,0.0
43,0.4347261,PK20403,Sui,0.0,4029.83118,16939.77692,9220.1534,7025.59904,0.0,0.0,50867.73621
44,0.06567167,PK20702,Jhat Pat,0.0,3087.68979,72888.694,22014.83489,18957.02921,11137.47052,0.0,77514.21193
45,0.1860318,PK21802,Lehri,0.0,1964.20313,9560.66059,4774.77669,2741.5586,0.0,21278.52355,0.0
46,0.07822843,PK22201,Chattar,0.0,1643.55481,9351.90229,4511.12795,0.0,44490.1575,0.0,0.0
47,0.10299653,PK22202,Dera Murad Jamali,0.0,6007.2738,66218.68464,13024.60832,9689.24554,3517.02163,0.0,59015.92874
48,0.46320465,PK22801,Sibi,0.0,5209.04345,14873.35065,15798.43013,9549.84466,0.0,6264.0817,75478.42606
