ADM1_PCODE,ADM1_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30,year,total,perc_10,perc_11,perc_12,perc_13,perc_21,perc_22,perc_23,perc_30,perc_total
PK2,Balochistan,0.0,451939.75499,2085317.90172,858281.23908,558963.67686,331090.13259,703988.92603,2291662.62547,2000,7281244.256739998,0.0,0.062069028184524214,0.28639581755407983,0.11787562795816367,0.0767676041553731,0.04547164205946273,0.09668525065318906,0.31473502943520765,1.0000000000000002
PK4,Islamabad,0.0,4182.8559,32631.40273,11402.1101,162693.5386,0.0,31317.80813,749596.02398,2000,991823.73944,0.0,0.004217337953981328,0.03290040501392337,0.011496105251965252,0.164034729287544,0.0,0.031575981582859215,0.7557754409097268,1.0
PK5,Khyber Pakhtunkhwa,0.0,370882.02691,2333129.89733,1359944.98764,4751941.81978,1016846.14785,5030131.40996,9080187.02633,2000,23943063.315799996,0.0,0.015490166066814661,0.097444920332745,0.05679912255599199,0.1984684147180198,0.04246934214048478,0.21008721163263278,0.37924082255331115,1.0
PK6,Punjab,0.0,1205502.14615,7695742.97257,7345095.1502,16342378.6826,3830152.63484,11480526.41604,36121768.65376,2000,84021166.65616,0.0,0.01434760065976326,0.0915929078212316,0.08741958059518917,0.19450311550038282,0.04558556834272656,0.136638502807534,0.4299127242731727,1.0
PK7,Sindh,0.0,467863.36194,5010618.66955,2753473.79675,4854250.15711,1542428.67216,2723224.13376,17018910.41117,2000,34370769.20243999,0.0,0.01361224589372257,0.1457813946507282,0.08011091577649447,0.1412319325331071,0.04487617553960656,0.079230817259879,0.49515651834646224,1.0
PK2,Balochistan,0.0,446796.44913,2128002.2432,920697.24665,610794.76243,353505.21521,816897.447,2444185.33697,2005,7720878.70059,0.0,0.057868601030587045,0.2756165879198939,0.11924772844568117,0.07910948819637918,0.045785619606093085,0.10580368876117377,0.3165682860401919,1.0
PK4,Islamabad,0.0,3464.11807,32674.64398,13515.77587,130096.17064,0.0,44674.58174,999609.82586,2005,1224035.11616,0.0,0.002830080627807076,0.026694204723885492,0.011041983756480139,0.10628467183860961,0.0,0.036497794181062006,0.8166512648721557,1.0
PK5,Khyber Pakhtunkhwa,0.0,365519.5547,2481617.45866,1346249.15216,5688366.01821,1003828.32227,5444374.03999,11038006.52944,2005,27367961.075430002,0.0,0.01335574665911633,0.09067600804533113,0.049190699608551235,0.2078476362390334,0.03667895900258357,0.1989323948899419,0.4033185555554424,1.0
PK6,Punjab,0.0,1149124.00327,8154533.28392,6589010.06759,20303535.94664,3473188.42841,13759665.28488,41912191.82735,2005,95341248.84206,0.0,0.01205274754868809,0.0855299608821844,0.06910975204976803,0.21295647155067524,0.03642902175703194,0.14432017046130713,0.43960187575034515,1.0
PK7,Sindh,0.0,434399.87237,5058682.9874,2674214.30914,6325322.37857,1605245.46359,3051412.45251,19479160.98239,2005,38628438.44597,0.0,0.011245597540206024,0.1309574808330819,0.06922915905286857,0.16374781464224328,0.041556053730602484,0.07899393750482672,0.504269956696171,1.0
PK2,Balochistan,0.0,439338.00835,2152455.10762,943777.10028,707817.51913,393532.28356,899548.13932,2531166.76807,2010,8067634.92633,0.0,0.05445685288958119,0.2668012530655202,0.11698311945175338,0.08773544236860865,0.04877913876291617,0.11150084845611724,0.31374334500550316,1.0
PK4,Islamabad,0.0,2731.60682,33097.53935,12070.44457,129473.7423,0.0,28110.64262,1282744.42006,2010,1488228.39572,0.0,0.001835475541157416,0.022239556404907542,0.008110612997785437,0.08699857002618273,0.0,0.018888661646857076,0.8619271233831098,1.0
PK5,Khyber Pakhtunkhwa,0.0,328243.96866,2561804.65739,1287222.02236,6957381.50279,1007217.21864,5694993.9966,12981923.15518,2010,30818786.521619998,0.0,0.010650775248069235,0.08312477376722287,0.04176744666624002,0.22575131236621718,0.032681923343523496,0.18478968964611397,0.4212340789626133,1.0
PK6,Punjab,0.0,997324.64246,8808812.62411,5749997.46163,24861501.98148,3062940.76466,15381713.54105,47828807.48917,2010,106691098.50456,0.0,0.009347777428848708,0.0825637072593597,0.05389388189103934,0.2330232074648422,0.02870849403175926,0.14417054240370938,0.4482923895204415,1.0
PK7,Sindh,0.0,403201.73734,5027473.3379,2528103.43237,8156990.94177,1513985.50468,3234216.49075,22138925.56609,2010,43002897.0109,0.0,0.009376152895880478,0.11691010809401235,0.05878914231590487,0.18968468425981713,0.03520659327431471,0.0752092699691888,0.5148240491908816,1.0
PK2,Balochistan,0.0,433471.93182,2121077.46177,974034.26028,781714.44243,378413.86028,938831.36845,2567655.28739,2015,8195198.61242,0.0,0.05289340165143331,0.258819531055106,0.11885425922488689,0.0953868819292915,0.046175068863676554,0.11455870844022996,0.3133121488353758,1.0
PK4,Islamabad,0.0,2439.4447,33161.01831,9227.28735,127131.32531,0.0,34666.87271,1541420.86326,2015,1748046.81164,0.0,0.0013955259571746465,0.018970326245947994,0.005278627144626094,0.07272764348383019,0.0,0.019831775945105205,0.8817961012233159,1.0
PK5,Khyber Pakhtunkhwa,0.0,294229.43616,2538945.75907,1215399.5474,8388293.58596,1023898.18719,5651798.6043,14486494.0144,2015,33599059.13448,0.0,0.008757073672281974,0.0755659778718174,0.03617361850923777,0.24965858574747327,0.030474013664842654,0.16821300208671663,0.4311577284476303,1.0
PK6,Punjab,0.0,831236.66022,9237680.78984,4839667.12089,30719368.61593,2613915.84566,16108907.65736,51610953.80261,2015,115961730.49250999,0.0,0.007168198134760414,0.07966146029906535,0.04173503707072219,0.264909539427011,0.02254119384523012,0.13891572322129567,0.4450688480019154,1.0
PK7,Sindh,0.0,381354.99086,4975424.57128,2354548.33459,9788224.15221,1501817.38412,3455354.87392,24456193.7816,2015,46912918.08858,0.0,0.008128997436056598,0.10605659963180092,0.050189765005540496,0.20864667027806882,0.032012875031229134,0.07365465664266868,0.5213104359746354,1.0
PK2,Balochistan,0.0,425358.71016,2002030.42467,1031942.86505,846225.82314,408987.7424,908412.23913,2608721.1669,2020,8231678.971449999,0.0,0.051673384206949176,0.2432104594474176,0.12536237973189868,0.10280112065533314,0.049684607941890786,0.11035564461158577,0.316912403404925,1.0
PK4,Islamabad,0.0,1898.48514,31361.82043,6229.83182,139189.70923,0.0,33285.74875,1779667.26302,2020,1991632.85839,0.0,0.0009532304771948286,0.015746788017623053,0.0031280021283822783,0.06988723280179182,0.0,0.016712793530082447,0.8935719530449255,1.0
PK5,Khyber Pakhtunkhwa,0.0,264070.15935,2317788.46482,1190726.75135,10148077.76718,1084982.84775,5910197.02067,14792513.77579,2020,35708356.78691,0.0,0.007395192137399138,0.06490885253139558,0.033345884787017076,0.28419335641062293,0.03038456387743202,0.16551299338525052,0.41425915687088277,1.0
PK6,Punjab,0.0,682201.7458,8565097.82405,3449066.6882,40816901.35666,2184734.3557,14677070.1097,54121528.54711,2020,124496600.62722,0.0,0.0054796817130992655,0.06879784492828411,0.027704103331524173,0.32785554907541603,0.017548546263056186,0.11789133225932434,0.4347229424292958,1.0
PK7,Sindh,0.0,357173.10167,4850995.05665,2210499.88116,11731134.11308,1265748.29213,3523606.66523,28200678.11448,2020,52139835.2244,0.0,0.006850292106463215,0.09303817389856016,0.04239560542618568,0.22499369364309296,0.024276031688294727,0.06757993480541438,0.5408662684319889,1.0
PK2,Balochistan,0.0,422706.07738,1937250.24012,1177469.25905,966728.22584,453321.90321,932347.49277,2626625.85091,2025,8516449.04928,0.0,0.04963407576726317,0.22747159396013522,0.1382582402873115,0.11351306398313148,0.05322898083307677,0.10947608414904128,0.3084179610200405,0.9999999999999999
PK4,Islamabad,0.0,1619.50099,27084.1772,2410.99733,173918.31176,5320.6234,44257.42657,2107644.10178,2025,2362255.13903,0.0,0.0006855741207806227,0.011465390318135333,0.0010206337538078189,0.0736238473509746,0.002252349169270843,0.018735244063506698,0.8922169612235241,1.0
PK5,Khyber Pakhtunkhwa,0.0,252583.34778,2124115.07292,1177946.96739,11427018.76694,1098760.07217,5625158.29885,17920054.50407,2025,39625637.03012,0.0,0.006374240686351815,0.053604565935569205,0.029726890358749966,0.2883743864673813,0.027728515035223715,0.14195754870954475,0.4522338528071792,1.0
PK6,Punjab,0.0,640329.79779,7507762.81064,2587685.07727,49910542.66817,1592454.18016,16536790.71606,58093892.99326,2025,136869458.24335,0.0,0.004678397985995618,0.05485345603758737,0.01890622722177485,0.3646579982762149,0.01163483950764722,0.12082162761730274,0.4244474533534773,1.0
PK7,Sindh,0.0,346293.39475,4502441.95405,2188990.61856,14175783.51736,1250003.60499,3786660.7693,31411740.26119,2025,57661914.12019999,0.0,0.006005582714929112,0.07808346328330981,0.03796250353390814,0.24584309649883737,0.02167814967752001,0.06567004975600464,0.544757154535491,1.0
PK2,Balochistan,0.0,417359.95278,1950150.81981,1283273.74485,1063869.90987,475249.88452,941038.42782,2660905.37033,2030,8791848.10998,0.0,0.047471242400814115,0.22181352491705367,0.14596177377010203,0.12100640235837971,0.054055743294805524,0.10703533728611477,0.30265597597273014,1.0
PK4,Islamabad,0.0,1537.99549,23212.40399,0.0,196737.37783,0.0,52858.16492,2501734.49482,2030,2776080.4370500003,0.0,0.0005540169043640355,0.00836157471527253,0.0,0.07086875985447412,0.0,0.019040573974207206,0.9011750745516821,1.0
PK5,Khyber Pakhtunkhwa,0.0,237841.64457,2035312.00417,1148012.64132,12118178.69469,1096294.59054,5407406.49305,21692308.24848,2030,43735354.316819996,0.0,0.005438200931152157,0.04653699589183957,0.0262490760450634,0.27707969636888297,0.025066553310587464,0.12363925198544437,0.49599022546703014,1.0
PK6,Punjab,0.0,571759.86147,6941457.09851,2153687.63594,56691724.46003,1390601.07435,18619359.52324,63137507.39251,2030,149506097.04605,0.0,0.0038243247116128637,0.046429257640054185,0.01440534987196297,0.37919339465177887,0.009301300092943198,0.12453913178875221,0.42230724124289554,0.9999999999999999
PK7,Sindh,0.0,331067.16447,4248456.73275,2075564.81778,16575831.27568,1185399.16852,4199467.16906,35401483.83767,2030,64017270.16593,0.0,0.005171528926676945,0.06636422830492747,0.03242195133282356,0.2589274930454885,0.018516865299746405,0.06559897287365055,0.5529989602166865,0.9999999999999999
