,Shape_Area,ADM1_PCODE,ADM1_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,31.918295,PK2,Balochistan,0.0,422706.07738,1937250.24012,1177469.25905,966728.22584,453321.90321,932347.49277,2626625.85091
1,0.087644935,PK4,Islamabad,0.0,1619.50099,27084.1772,2410.99733,173918.31176,5320.6234,44257.42657,2107644.10178
2,9.864888,PK5,Khyber Pakhtunkhwa,0.0,252583.34778,2124115.07292,1177946.96739,11427018.76694,1098760.07217,5625158.29885,17920054.50407
3,19.367865,PK6,Punjab,0.0,640329.79779,7507762.81064,2587685.07727,49910542.66817,1592454.18016,16536790.71606,58093892.99326
4,12.71829,PK7,Sindh,0.0,346293.39475,4502441.95405,2188990.61856,14175783.51736,1250003.60499,3786660.7693,31411740.26119
