,Shape_Area,ADM2_PCODE,ADM2_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,2.2567182,PK201,Awaran,0.0,12986.07641,73867.10767,35685.60939,13272.16289,1107.77883,6646.5708,0.0
1,0.32853547,PK202,Barkhan,0.0,11452.25631,79716.61078,13623.3313,825.45087,6252.05475,14109.80565,0.0
2,4.1175814,PK203,Chagai,0.0,11872.67237,45355.26907,27835.41954,7098.25331,14561.21022,26467.3474,0.0
3,0.952769,PK204,Dera Bugti,0.0,10503.60491,61062.57405,33409.95941,5407.35586,22370.51945,88889.96032,0.0
4,1.038382,PK205,Gwadar,0.0,6405.93712,28005.03114,24648.7954,13970.44325,14040.09084,50783.39698,64801.00104
5,0.2867488,PK206,Harnai,0.0,6602.6339,33078.88498,11973.99382,14194.46646,12263.31004,16706.2239,0.0
6,0.15641911,PK207,Jaffarabad,0.0,10049.57192,136027.85728,45833.1996,22240.53532,434.72667,0.0,177323.71951
7,0.3554402,PK208,Jhal Magsi,0.0,11706.02241,55379.48696,24440.55929,2840.67637,5077.04737,35318.37017,0.0
8,0.49832225,PK209,Kachhi,0.0,10193.17558,73226.2621,55538.43106,19159.75094,25116.04952,61000.43303,0.0
9,0.9434911,PK210,Kalat,0.0,13443.45871,49292.2404,19682.71118,6716.85239,14788.86221,7563.62008,65970.21222
10,2.2015545,PK211,Kech,0.0,15833.81079,65911.69875,88599.98287,43027.03948,11680.78715,102060.4442,178430.28183
11,0.7585757,PK212,Kharan,0.0,8284.85321,38391.07038,13628.62137,6582.91281,0.0,0.0,67933.95743
12,2.8262496,PK213,Khuzdar,0.0,61378.15423,184019.51795,43680.56503,43618.87142,14172.28914,28086.3945,139759.56489
13,0.28203654,PK214,Killa Abdullah,0.0,9041.91215,43195.5446,9822.18572,90408.34313,10797.26922,43901.85039,0.0
14,1.1710682,PK215,Killa Saifullah,0.0,20631.79838,95687.9479,16066.54169,49932.54706,0.0,55331.22139,0.0
15,0.71964014,PK216,Kohlu,0.0,10369.88192,45927.93771,30714.64664,20353.32788,0.0,15160.09802,0.0
16,1.2652731,PK217,Lasbela,0.0,28908.45876,117481.45657,25979.30526,53272.94688,0.0,49295.08927,102057.53254
17,0.30422506,PK218,Lehri,0.0,4049.53703,26952.78682,31145.73181,3913.91151,6098.94209,36947.38157,0.0
18,0.35663244,PK219,Loralai,0.0,11570.7262,50447.59536,14112.50315,21741.66381,0.0,0.0,67072.68057
19,0.43941626,PK220,Mastung,0.0,14089.0509,56835.4352,38679.43926,14563.008,14497.34469,39098.24791,0.0
20,0.55652255,PK221,Musakhel,0.0,12984.87785,83265.55302,32522.58405,6433.04358,8746.53393,19374.90059,0.0
21,0.29746974,PK222,Nasirabad,0.0,16460.23659,132605.2108,34095.09102,8770.16255,40479.75875,0.0,69018.12015
