,Shape_Area,ADM3_PCODE,ADM3_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,0.2624879,PK20101,Awaran,0.0,2946.13751,4549.36833,3862.47464,4176.62411,0.0,5383.86387,0.0
1,1.098935,PK20102,Jhal Jhao,0.0,6022.08713,35999.96338,13429.15536,0.0,0.0,0.0,0.0
2,0.32362086,PK20103,Mashkai,0.0,3242.46767,15421.63769,7603.53078,0.0,0.0,0.0,0.0
3,0.5716745,PK20104,Gishekore,0.0,1401.91352,11332.76,3528.04136,0.0,0.0,0.0,0.0
4,0.23693329,PK20503,Ormara,0.0,563.25923,7114.44995,8195.86422,1096.65132,0.0,3615.80928,0.0
5,0.39125913,PK20504,Pasni,0.0,3905.19293,12530.753,10647.97279,5664.34412,8494.31204,7397.59686,0.0
6,1.1922878,PK21103,Kech (Turbat),0.0,10640.88463,31321.07811,15174.96141,11336.59672,0.0,0.0,162470.77498
7,0.63551825,PK21303,Naal,0.0,16599.23365,53244.07009,8821.84312,0.0,0.0,0.0,0.0
8,0.9537293,PK21304,Wadh,0.0,14824.75494,48365.40653,10436.54738,8540.50356,7618.72497,15685.85071,0.0
9,0.16610086,PK21701,Bela,0.0,5152.71931,36736.59337,6127.80019,27557.76968,0.0,16461.86601,0.0
10,0.23056172,PK21707,Uthal,0.0,6922.6163,17759.65348,0.0,8136.33397,0.0,11674.67433,0.0
11,0.05964338,PK21708,Lakhra,0.0,1337.57297,2599.80586,0.0,0.0,0.0,0.0,0.0
12,0.19053198,PK21709,Lairi,0.0,403.94201,1142.3416,0.0,0.0,0.0,0.0,0.0
13,0.36794275,PK22401,Gowargo,0.0,3200.35169,3195.41241,0.0,0.0,0.0,0.0,0.0
14,0.407677,PK22402,Jaheen Parome,0.0,3137.15807,4071.08105,1278.94756,0.0,0.0,0.0,0.0
15,0.38644093,PK22403,Panjgur,0.0,2895.53299,4705.10199,673.59571,20779.14944,0.0,0.0,178598.84637
16,0.43311495,PK22404,Gichk,0.0,1176.6741,1090.34988,0.0,0.0,0.0,0.0,0.0
17,1.2016867,PK23003,Washuk,0.0,1766.63694,6546.20204,0.0,1185.05165,0.0,0.0,15893.13494
18,0.688503,PK23004,Nag,0.0,3060.66221,19740.11917,16594.49394,0.0,0.0,0.0,0.0
19,0.21835387,PK20201,Barkhan,0.0,7029.07361,47420.26299,6317.94905,0.0,5396.00258,0.0,0.0
20,0.1101816,PK20202,Rakhni,0.0,5016.73627,28460.94345,4347.5776,0.0,0.0,0.0,0.0
21,0.23280656,PK20402,Phelawagh,0.0,2602.16644,25089.19652,17405.60405,0.0,5069.77177,0.0,0.0
22,0.3514626,PK21601,Kahan,0.0,2559.98963,10485.18584,14198.96346,0.0,0.0,0.0,0.0
23,0.087817565,PK21602,Kohlu,0.0,3746.66108,20758.40688,3683.76334,8681.68806,0.0,13025.47173,0.0
24,0.28035998,PK21603,Mawand,0.0,4404.44281,15781.90023,4274.27946,0.0,0.0,0.0,0.0
25,0.13142222,PK21902,Mekhtar,0.0,5160.41924,13811.88053,2031.0347,0.0,0.0,0.0,0.0
26,0.2358037,PK22102,Kingri,0.0,4019.2623,14298.40454,5931.32153,0.0,0.0,0.0,0.0
27,0.4060931,PK23401,Duki,0.0,10031.82156,31029.83393,2333.66007,16912.71148,0.0,6402.2751,51300.56406
28,0.5115814,PK60701,D.G Khan (Tribal Area),0.0,35451.70884,85864.09558,1839.74063,0.0,0.0,0.0,0.0
29,0.20631333,PK62901,Jampur,0.0,11332.97821,90920.83256,41882.17256,141537.15254,0.0,82125.58585,105776.52524
30,0.44986168,PK62903,Rajanpur (Tribal Area),0.0,5141.12704,14194.95196,0.0,3488.88427,975.4927,33512.05373,0.0
31,1.4433655,PK20301,Dalbandin,0.0,6889.94104,20526.27382,7106.64707,6528.97006,2336.57395,16669.17739,0.0
32,1.4088043,PK20302,Nokkundi,0.0,444.31809,2297.39143,712.41482,0.0,5019.97933,0.0,0.0
33,0.83804476,PK20303,Taftan,0.0,1237.35644,7818.68637,5178.17399,0.0,0.0,0.0,0.0
34,0.42736697,PK20304,Chagai,0.0,3706.28782,10713.43453,5631.42627,0.0,6499.66716,0.0,0.0
35,0.37310958,PK21201,Kharan,0.0,6088.73772,18367.36331,3255.4045,2267.15282,0.0,0.0,24096.96879
36,0.22898655,PK21202,Sar Kharan,0.0,1249.48721,3679.92155,0.0,0.0,0.0,0.0,0.0
37,0.15647954,PK21203,Tomulk,0.0,1665.90377,10476.6046,4989.54487,5124.62951,0.0,0.0,30115.54291
38,0.5452673,PK22301,Nushki,0.0,7087.38049,25276.68393,17964.20279,4938.29556,9954.83613,35071.92207,0.0
39,0.9595707,PK23001,Mashkhel,0.0,1888.20811,20539.2777,3671.84124,0.0,0.0,0.0,0.0
40,0.22122657,PK23002,Basima,0.0,2070.01629,11181.77528,5290.53368,0.0,0.0,0.0,0.0
41,0.50274485,PK23005,Shaogari,0.0,1587.01609,4456.82468,632.58121,0.0,0.0,0.0,0.0
42,0.28523633,PK20401,Dera Bugti,0.0,3217.97361,14914.51673,4204.44368,2121.50052,6139.41125,31366.47226,0.0
43,0.4347261,PK20403,Sui,0.0,4750.7834,25765.90851,8317.90154,2871.02182,0.0,29138.76205,0.0
44,0.06567167,PK20702,Jhat Pat,0.0,4876.16787,67664.35214,13961.3435,3062.68951,0.0,0.0,72744.43753
45,0.1860318,PK21802,Lehri,0.0,1971.15825,12122.27206,13123.27004,1284.41147,0.0,5098.21992,0.0
46,0.07822843,PK22201,Chattar,0.0,1518.34917,14299.24295,9567.30599,0.0,23827.6334,0.0,0.0
47,0.10299653,PK22202,Dera Murad Jamali,0.0,7685.40477,52474.61844,7539.78011,7009.66545,1979.86699,0.0,55708.59784
48,0.46320465,PK22801,Sibi,0.0,5797.04514,11987.28367,8076.63983,6175.42039,0.0,0.0,73647.08982
49,0.072524294,PK22901,Sohbatpur,0.0,3436.57835,54817.9794,30821.36089,2202.79741,9226.8121,8795.7383,0.0
50,0.255963,PK62904,Rojhan,0.0,12711.86696,80338.00727,9085.76071,5413.4707,62181.63135,32872.40008,0.0
51,0.10479271,PK71002,Kashmore,0.0,6987.62786,76357.26642,43216.60067,24432.39413,5771.7821,64505.77489,0.0
52,0.07667461,PK71003,Tangwani,0.0,3270.58353,69470.25448,21327.80519,32643.15669,36039.29712,18805.84249,0.0
53,0.21058606,PK20501,Gwadar,0.0,1648.60913,5159.83554,7003.74592,2159.57321,0.0,18889.83108,57405.64491
54,0.03392978,PK20502,Jiwani,0.0,186.15602,927.83313,4339.43893,0.0,0.0,0.0,0.0
55,0.16567382,PK20505,Sunster,0.0,588.31227,1914.65382,0.0,0.0,0.0,0.0,0.0
56,0.22170858,PK21102,Dasht,0.0,599.46296,5924.65296,21143.82072,0.0,0.0,0.0,0.0
57,0.18356764,PK21104,Mand,0.0,1582.66634,6660.87009,6676.92489,12125.66585,0.0,27149.66337,0.0
58,0.15104204,PK20601,Harnai,0.0,3654.07303,17607.67786,3862.7984,10959.50908,0.0,13342.68683,0.0
59,0.13570677,PK20602,Shahrigh,0.0,3029.1084,17609.38461,2900.6451,0.0,5683.19101,0.0,0.0
