,Shape_Area,ADM2_PCODE,ADM2_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,2.2567182,PK201,Awaran,0.0,13666.73134,64175.20677,24832.15686,0.0,6772.84931,0.0,0.0
1,0.32853547,PK202,Barkhan,0.0,12231.84754,72750.23681,10568.6484,0.0,0.0,0.0,0.0
2,4.1175814,PK203,Chagai,0.0,12045.35714,41315.47777,18970.42866,5725.1336,6777.20125,14820.86038,0.0
3,0.952769,PK204,Dera Bugti,0.0,11138.2707,68387.35271,24951.82538,3732.58193,10175.14106,49693.16343,0.0
4,1.038382,PK205,Gwadar,0.0,6840.00967,28462.50227,37495.57462,2292.68612,13156.85402,17669.52067,50908.09729
5,0.2867488,PK206,Harnai,0.0,6651.67786,34532.22158,9693.43466,9415.94117,0.0,12082.48526,0.0
6,0.15641911,PK207,Jaffarabad,0.0,12807.81253,123364.69899,36786.99038,18121.77103,0.0,37775.61045,58165.07939
7,0.3554402,PK208,Jhal Magsi,0.0,12321.41624,57119.39492,15929.21346,2216.51279,0.0,15452.85154,0.0
8,0.49832225,PK209,Kachhi,0.0,10218.16783,75124.34538,46899.8357,13711.23276,15831.56384,24550.86487,0.0
9,0.9434911,PK210,Kalat,0.0,14110.14646,46905.63005,8425.82388,9797.80126,6738.61454,49553.7636,0.0
10,2.2015545,PK211,Kech,0.0,16985.24981,55726.83089,75545.8082,32630.42049,13460.23505,40618.91005,150895.67097
11,0.7585757,PK212,Kharan,0.0,9238.71112,30025.29158,6897.15677,9351.69393,0.0,46875.66193,0.0
12,2.8262496,PK213,Khuzdar,0.0,64244.31569,156995.86489,36766.72562,17243.1242,0.0,13972.1747,103881.72535
13,0.28203654,PK214,Killa Abdullah,0.0,9559.90898,36800.55633,14026.2152,68392.43923,0.0,33163.83574,0.0
14,1.1710682,PK215,Killa Saifullah,0.0,21811.48822,88846.5857,19051.93646,7592.41338,0.0,44119.76974,0.0
15,0.71964014,PK216,Kohlu,0.0,11073.03039,45608.23152,17467.64737,7498.83923,0.0,11820.83391,0.0
16,1.2652731,PK217,Lasbela,0.0,30702.63436,101871.69848,9595.28459,46214.43098,5688.05049,18277.70849,75470.50858
17,0.30422506,PK218,Lehri,0.0,4030.55894,28652.51315,30712.03107,2820.49753,5266.25432,11613.02335,0.0
18,0.35663244,PK219,Loralai,0.0,12558.46709,43378.90186,11850.29806,4264.23261,0.0,0.0,53669.3327
19,0.43941626,PK220,Mastung,0.0,15084.87438,50938.97217,19295.75245,9929.64832,13222.51643,24884.45448,0.0
20,0.55652255,PK221,Musakhel,0.0,13036.39875,78639.74278,20038.06963,1032.73432,0.0,12292.99132,0.0
21,0.29746974,PK222,Nasirabad,0.0,20328.31713,111332.45977,20429.88157,6734.63099,23283.97653,47831.39511,0.0
22,0.5452673,PK223,Nushki,0.0,7277.96054,25417.99845,16498.65862,8930.70801,10509.03611,23574.45964,0.0
23,1.5951756,PK224,Panjgur,0.0,10005.604,13887.26671,710.72126,26877.60703,0.0,0.0,155237.69574
24,0.57322234,PK225,Pishin,0.0,22840.68065,111385.8115,47890.24765,53189.50508,43159.89272,97469.30698,0.0
25,0.35198358,PK226,Quetta,0.0,8320.81922,26233.33934,9210.27576,40626.84504,6632.06578,19389.36319,586029.77384
26,0.29001522,PK227,Sherani,0.0,7510.08463,44397.65417,18297.2496,0.0,10088.67168,0.0,0.0
27,0.46320465,PK228,Sibi,0.0,5796.42055,11348.95568,6144.53878,5773.99586,0.0,0.0,68175.34154
28,0.072524294,PK229,Sohbatpur,0.0,3460.22507,52693.5805,33332.47111,3105.28209,9026.1892,5025.99521,0.0
29,3.573732,PK230,Washuk,0.0,10537.84916,60025.24031,20727.00882,1012.92277,0.0,0.0,14704.44458
30,1.1316906,PK231,Zhob,0.0,14757.76913,40851.06119,21147.57012,5169.2446,0.0,0.0,105792.68736
31,0.30705035,PK232,Ziarat,0.0,12064.33691,27888.26527,17112.08968,0.0,18130.49403,0.0,0.0
32,0.3410207,PK233,Shaheed Sikandarabad,0.0,9395.03289,35862.96488,11441.2511,9727.27395,0.0,20414.7065,0.0
33,0.4060931,PK234,Duki,0.0,10179.38128,28465.98292,1024.56183,14524.01983,0.0,54369.99919,0.0
