,Shape_Area,ADM1_PCODE,ADM1_EN,sum_10,sum_11,sum_12,sum_13,sum_21,sum_22,sum_23,sum_30
0,31.918295,PK2,Balochistan,0.0,433471.93182,2121077.46177,974034.26028,781714.44243,378413.86028,938831.36845,2567655.28739
1,0.087644935,PK4,Islamabad,0.0,2439.4447,33161.01831,9227.28735,127131.32531,0.0,34666.87271,1541420.86326
2,9.864888,PK5,Khyber Pakhtunkhwa,0.0,294229.43616,2538945.75907,1215399.5474,8388293.58596,1023898.18719,5651798.6043,14486494.0144
3,19.367865,PK6,Punjab,0.0,831236.66022,9237680.78984,4839667.12089,30719368.61593,2613915.84566,16108907.65736,51610953.80261
4,12.71829,PK7,Sindh,0.0,381354.99086,4975424.57128,2354548.33459,9788224.15221,1501817.38412,3455354.87392,24456193.7816
